Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category
Donna Waller,Male,19,Bangladesh,"Mitchell, Smith and Beard School",Dubai,8.0,1286.0,86.0,French,Yes,Yes,0.97,Poor
Robert Carroll,Female,19,Pakistan,"Davis, Martinez and Cunningham School",Phoenix,6.0,1313.0,66.0,Spanish,Yes,No,1.05,Average
Kimberly Mcbride,Male,17,Turkey,Fernandez LLC School,London,9.0,1360.0,97.0,English,No,Yes,1.75,Average
Jacob Stokes,Male,19,Pakistan,Gould Group School,Berlin,9.0,1525.0,75.0,French,No,Yes,3.12,Excellent
Justin Clark,Male,18,UK,Guerra-Garrett School,Sydney,6.0,1206.0,89.0,German,No,Yes,0.24,Poor
Eric Juarez,Female,17,Colombia,Lee PLC School,New York,9.0,1460.0,61.0,French,No,No,2.4,Good
Frank Graham,Male,19,Argentina,Palmer-Meadows School,Toronto,8.0,1468.0,68.0,French,No,No,2.52,Good
Natalie Sherman,Female,19,Spain,Wheeler Inc School,Cape Town,6.0,1519.0,79.0,Spanish,Yes,No,3.08,Excellent
Johnny Erickson,Female,18,Russia,Mitchell Inc School,Los Angeles,8.0,1573.0,95.0,English,No,Yes,3.72,Excellent
Lisa Campbell,Male,19,France,"King, Warren and Hill School",Cape Town,8.0,1208.0,81.0,German,No,No,0.2,Poor
Paula Walls,Male,19,Turkey,"Cook, Allen and Brown School",Cape Town,7.0,1262.0,97.0,Spanish,Yes,No,0.83,Poor
Amber Green,Male,19,Italy,"Smith, Lowery and King School",Moscow,10.0,1554.0,79.0,German,Yes,Yes,3.42,Excellent
Rodney Allen,Female,19,Pakistan,Bruce and Sons School,New York,9.0,1383.0,80.0,Spanish,Yes,No,1.83,Average
Cassandra Ewing,Male,18,Russia,Pitts-Walsh School,Beijing,9.0,1426.0,65.0,German,No,No,2.11,Good
Gabriela Moore,Male,19,Vietnam,Espinoza and Sons School,New York,8.0,1465.0,92.0,Spanish,No,No,2.69,Good
Ashley Knight,Female,19,UK,"Olson, Hernandez and Cabrera School",Phoenix,8.0,1472.0,70.0,English,Yes,Yes,2.58,Good
Christopher Carter,Female,19,UK,Smith Ltd School,Chicago,9.0,1573.0,96.0,English,Yes,Yes,3.73,Excellent
Amber Fields,Male,17,Colombia,Garcia-Valenzuela School,Berlin,8.0,1599.0,96.0,English,No,No,3.97,Excellent
Laura Cunningham,Female,18,Thailand,"Weber, Compton and Jones School",Cape Town,6.0,1488.0,98.0,Spanish,No,Yes,2.94,Good
Sharon Torres,Male,17,UK,"Hubbard, Harris and Stone School",Tokyo,8.0,1315.0,81.0,French,No,No,1.2,Average
Brandon Patel,Male,17,Nigeria,"Vaughn, Weeks and Brooks School",Vancouver,9.0,1552.0,87.0,German,Yes,No,3.46,Excellent
Xavier Cross,Female,18,France,"Valdez, Graham and Garrett School",Paris,8.0,1220.0,91.0,French,Yes,No,0.4,Poor
Justin Kennedy,Female,17,Pakistan,Watkins-Lee School,Sydney,6.0,1292.0,65.0,Spanish,No,Yes,0.85,Poor
Benjamin Davis,Female,17,Spain,"Johnson, Pittman and Duran School",Vancouver,9.0,1559.0,84.0,Spanish,Yes,Yes,3.51,Excellent
Pam Maddox,Female,17,South Korea,Johnson Ltd School,London,7.0,1302.0,61.0,Spanish,Yes,Yes,0.92,Poor
Andrea Rodriguez,Male,18,Japan,James LLC School,Tokyo,7.0,1288.0,80.0,French,Yes,Yes,0.94,Poor
Brandy Carroll,Female,19,Bangladesh,Schmitt-Nolan School,Vancouver,7.0,1255.0,66.0,French,Yes,Yes,0.52,Poor
Dennis Ramsey,Female,18,Turkey,"Dickson, Mckinney and Frazier School",Berlin,7.0,1544.0,67.0,English,Yes,No,3.22,Excellent
Kevin Gonzalez,Male,18,Bangladesh,Hayes-Bryan School,Vancouver,9.0,1400.0,75.0,German,Yes,No,1.95,Average
Regina Nelson,Male,18,Iran,Short Ltd School,Beijing,8.0,1470.0,77.0,French,No,No,2.62,Good
Brian Warner,Female,17,Canada,Knox and Sons School,London,7.0,1296.0,85.0,English,Yes,No,1.05,Average
Xavier Cannon,Female,19,UK,Romero LLC School,Houston,10.0,1503.0,63.0,German,No,No,2.82,Good
Emily Morton,Male,18,Thailand,"Duncan, Lee and Kline School",Houston,10.0,1504.0,80.0,French,No,Yes,2.97,Good
David Reed Jr.,Male,18,Italy,King LLC School,Cape Town,9.0,1325.0,67.0,French,No,No,1.19,Average
Ashley Carter,Female,19,Russia,Barnett-Mckinney School,Los Angeles,7.0,1364.0,83.0,English,Yes,No,1.67,Average
Richard Conner,Female,19,Nigeria,Watts LLC School,Cape Town,8.0,1284.0,85.0,French,No,Yes,0.95,Poor
Dustin Sandoval,Male,19,US,Brown-Gonzalez School,Los Angeles,10.0,1591.0,82.0,Spanish,No,Yes,3.79,Excellent
Sean Kennedy,Female,17,Turkey,"Shah, Webb and Hanna School",Beijing,9.0,1458.0,90.0,Spanish,Yes,Yes,2.61,Good
Adam Stewart,Male,19,Argentina,Johnson-Solis School,Beijing,6.0,1574.0,73.0,Spanish,Yes,No,3.54,Excellent
Mr. James Osborn MD,Female,17,Mexico,Richardson Group School,Berlin,6.0,1321.0,91.0,English,Yes,Yes,1.33,Average
Paul Soto,Male,18,Canada,Guzman-Anderson School,Chicago,8.0,1513.0,77.0,English,No,No,3.02,Excellent
David Quinn,Male,17,Philippines,Anderson-Mccullough School,Toronto,10.0,1506.0,79.0,French,No,Yes,2.98,Good
Christine Garcia,Male,19,Iran,Arnold-Friedman School,Paris,8.0,1477.0,86.0,French,No,Yes,2.75,Good
James Wilkins,Male,17,Philippines,Webb-Harmon School,Moscow,8.0,1586.0,61.0,French,No,No,3.57,Excellent
Linda Taylor,Female,19,Italy,"Cannon, Gonzalez and Smith School",Beijing,6.0,1357.0,86.0,English,Yes,No,1.62,Average
Ronald Cantrell,Male,17,Australia,Turner LLC School,Paris,9.0,1252.0,85.0,Spanish,Yes,Yes,0.65,Poor
Janice Davis,Female,18,Vietnam,Novak PLC School,Berlin,9.0,1469.0,72.0,German,Yes,Yes,2.57,Good
Mary Jimenez,Male,17,Egypt,Sullivan and Sons School,Vancouver,8.0,1492.0,63.0,Spanish,No,No,2.71,Good
Donna Larson,Male,18,Japan,Brown LLC School,Sydney,9.0,1430.0,64.0,German,No,Yes,2.14,Good
Christopher Acevedo,Male,19,Canada,"Peters, Randolph and Barber School",Toronto,10.0,1283.0,97.0,French,No,No,1.04,Average
Dr. Jesse Martin,Male,18,Australia,Carter Group School,Sydney,7.0,1402.0,88.0,French,Yes,No,2.06,Good
Mariah Moore,Male,19,US,"Everett, Moran and Williams School",Chicago,8.0,1325.0,65.0,Spanish,No,Yes,1.17,Average
Arthur Fisher,Female,19,Australia,"Goodman, Johnson and Harper School",Moscow,7.0,1371.0,74.0,French,Yes,Yes,1.66,Average
Amanda Williamson,Female,18,Russia,"Villarreal, Swanson and Velasquez School",Cape Town,9.0,1458.0,84.0,German,No,Yes,2.56,Good
Taylor Moore,Female,18,Philippines,Thomas PLC School,London,8.0,1498.0,93.0,German,Yes,No,3.0,Good
Jason Joseph,Male,17,Philippines,Martin-Stewart School,Sydney,9.0,1293.0,62.0,German,Yes,No,0.85,Poor
Elizabeth Howell,Female,17,Japan,Garrett Group School,Toronto,9.0,1362.0,69.0,German,Yes,No,1.55,Average
Meghan Young,Female,18,UK,Walker Group School,Phoenix,8.0,1308.0,96.0,Spanish,No,No,1.26,Average
Gregory Rivera,Male,18,Egypt,"Wise, Li and Anderson School",Houston,10.0,1279.0,60.0,German,Yes,No,0.71,Poor
Terry Holland,Male,18,Italy,Martinez-Turner School,Tokyo,8.0,1513.0,68.0,Spanish,No,Yes,2.94,Good
Amanda Hall,Female,18,Bangladesh,Case and Sons School,New York,7.0,1564.0,98.0,English,Yes,No,3.65,Excellent
Shane Sheppard,Male,19,Spain,Jones Inc School,Cape Town,9.0,1348.0,85.0,Spanish,Yes,Yes,1.55,Average
Melanie Vasquez,Female,18,India,"Shaffer, Hall and Robinson School",Dubai,9.0,1501.0,70.0,French,Yes,Yes,2.85,Good
Jamie Burnett,Female,18,Italy,"Johnson, Odom and Garrison School",Cape Town,7.0,1559.0,63.0,Spanish,Yes,Yes,3.33,Excellent
Dylan Wood,Female,18,Pakistan,"Craig, Schneider and Banks School",Moscow,9.0,1538.0,61.0,English,No,Yes,3.13,Excellent
Katherine Brown,Female,18,US,Miles and Sons School,Los Angeles,10.0,1273.0,70.0,German,Yes,No,0.73,Poor
Ryan Robertson,Male,19,Turkey,"Johnston, Lam and Hall School",Paris,7.0,1583.0,95.0,French,Yes,Yes,3.81,Excellent
Dr. William Smith,Female,17,Argentina,Brown LLC School,Moscow,10.0,1351.0,77.0,French,No,Yes,1.52,Average
Sharon Perez,Female,17,India,Graham and Sons School,Cape Town,7.0,1336.0,89.0,English,No,No,1.46,Average
Mrs. Jessica Sellers,Male,17,Bangladesh,Snow-Smith School,Berlin,7.0,1225.0,97.0,Spanish,Yes,Yes,0.49,Poor
Nathan Tyler,Female,17,Colombia,Gordon-Gibson School,Houston,7.0,1394.0,76.0,German,No,No,1.89,Average
Jessica Browning,Male,17,Pakistan,"Rivera, Allen and Taylor School",Houston,10.0,1244.0,68.0,Spanish,Yes,Yes,0.45,Poor
Joseph Lowe,Female,19,Turkey,Anderson-Henson School,Houston,9.0,1299.0,81.0,English,No,No,1.06,Average
Keith Brooks,Female,17,US,Johnson-Fischer School,Sydney,7.0,1327.0,96.0,French,No,No,1.43,Average
Tara Ortiz,Female,19,US,"Torres, Vargas and Campos School",Toronto,8.0,1524.0,92.0,Spanish,Yes,Yes,3.24,Excellent
Doris Williams,Male,19,Australia,Thomas and Sons School,Los Angeles,8.0,1550.0,63.0,English,No,No,3.25,Excellent
Ryan Anderson,Female,17,Australia,Padilla Ltd School,Los Angeles,6.0,1321.0,88.0,Spanish,No,No,1.3,Average
James Hernandez,Female,17,South Korea,Holland LLC School,Beijing,10.0,1543.0,83.0,French,Yes,No,3.35,Excellent
Keith Lynch,Male,17,South Africa,Walters-Norris School,Moscow,9.0,1543.0,96.0,Spanish,No,Yes,3.45,Excellent
Kimberly Johnson,Female,18,Pakistan,Glover LLC School,Moscow,8.0,1506.0,65.0,French,Yes,Yes,2.86,Good
Stephanie Weaver,Male,19,Vietnam,Rios-Tran School,Sydney,10.0,1259.0,81.0,English,Yes,No,0.69,Poor
Kelsey Owen,Male,17,Colombia,Black PLC School,Berlin,8.0,1476.0,95.0,English,Yes,No,2.82,Good
James Duncan,Male,18,Mexico,Bauer Group School,Chicago,10.0,1578.0,76.0,German,No,Yes,3.62,Excellent
Colleen Reeves,Female,19,Australia,"Poole, Trujillo and Adams School",Phoenix,9.0,1473.0,79.0,German,No,Yes,2.66,Good
John Knight,Male,18,South Africa,Kline-Watson School,London,9.0,1333.0,63.0,German,No,No,1.23,Average
Katherine Best,Male,18,Egypt,"Snyder, Rodriguez and Greene School",Tokyo,7.0,1400.0,71.0,Spanish,No,Yes,1.91,Average
Kathleen Butler,Female,17,South Africa,Bowers Ltd School,London,10.0,1458.0,73.0,Spanish,No,Yes,2.48,Good
Robert Smith,Female,19,South Korea,"Hutchinson, Diaz and Tapia School",Vancouver,8.0,1404.0,98.0,German,Yes,Yes,2.17,Good
Jeremy Smith,Male,18,Nigeria,"Bell, Holland and Park School",Sydney,7.0,1248.0,71.0,French,No,No,0.49,Poor
Jane Blake,Male,19,Egypt,"Diaz, Young and Cooper School",Vancouver,6.0,1325.0,78.0,German,No,Yes,1.26,Average
Mr. Vincent Glover MD,Male,17,China,Howard-Stark School,Sydney,8.0,1521.0,87.0,French,Yes,No,3.17,Excellent
Daniel Turner,Male,19,Russia,"Johnson, Fischer and Martin School",Sydney,8.0,1545.0,66.0,German,No,No,3.23,Excellent
Leonard Rodriguez,Male,18,Nigeria,Morris-Griffin School,New York,9.0,1255.0,79.0,English,Yes,No,0.63,Poor
Sherri Thomas,Male,18,Iran,"Small, Andersen and Young School",Berlin,10.0,1581.0,90.0,German,No,No,3.76,Excellent
Mary Williams,Male,19,Thailand,Elliott-Wilkinson School,Vancouver,6.0,1332.0,95.0,French,Yes,No,1.46,Average
Roy Spencer,Male,18,Argentina,Young Group School,Berlin,9.0,1465.0,85.0,French,No,No,2.64,Good
Michael Lindsey,Female,18,Russia,Hanson Inc School,Houston,7.0,1501.0,87.0,French,No,Yes,2.98,Good
Meghan Daniels,Female,18,Japan,Holmes Inc School,Toronto,9.0,1525.0,65.0,French,No,No,3.04,Excellent
Paula Conner,Female,17,Thailand,Cervantes and Sons School,Berlin,9.0,1578.0,98.0,English,No,No,3.79,Excellent
Terry Mitchell,Male,17,Turkey,"Gonzalez, Nelson and York School",Chicago,8.0,1325.0,65.0,French,No,Yes,1.17,Average
Jeff Andersen,Male,18,Argentina,Hill and Sons School,Tokyo,9.0,1543.0,91.0,French,Yes,Yes,3.41,Excellent
John Gordon,Female,19,Vietnam,Peterson Inc School,London,7.0,1253.0,71.0,German,Yes,Yes,0.54,Poor
Evan Key,Male,17,Nigeria,"Liu, Armstrong and Brown School",Cape Town,8.0,1482.0,97.0,English,Yes,Yes,2.89,Good
Jesse Hart,Male,19,Colombia,Taylor Inc School,New York,9.0,1497.0,89.0,German,No,Yes,2.97,Good
Katherine Smith,Male,18,Nigeria,Cunningham Ltd School,London,8.0,1471.0,90.0,French,No,No,2.73,Good
Joseph Meyers,Female,18,Turkey,Mccoy Inc School,Tokyo,7.0,1301.0,69.0,English,Yes,No,0.97,Poor
Connie Meyer,Female,19,Italy,Thompson-Rosario School,Vancouver,8.0,1549.0,78.0,English,Yes,No,3.36,Excellent
Nancy Jordan,Male,17,Pakistan,Wall-Boyd School,Sydney,9.0,1268.0,85.0,Spanish,Yes,No,0.8,Poor
Brian Gill,Female,19,Iran,Dalton-Thomas School,Phoenix,7.0,1221.0,91.0,German,No,No,0.4,Poor
Brian Curtis,Female,19,Nigeria,Lopez-Calderon School,Moscow,7.0,1487.0,64.0,German,No,Yes,2.67,Good
Monica Bush,Female,18,Australia,Jones and Sons School,Paris,9.0,1390.0,98.0,English,No,No,2.04,Good
Jacob Todd,Male,17,Brazil,"Davis, Hess and Thomas School",Cape Town,9.0,1540.0,96.0,German,Yes,No,3.42,Excellent
Megan Wallace,Female,19,Thailand,Banks Inc School,Vancouver,6.0,1353.0,71.0,French,No,No,1.47,Average
Joy Russell,Female,17,Russia,Duke PLC School,Berlin,7.0,1267.0,93.0,French,Yes,Yes,0.85,Poor
Latoya Marks,Male,18,Egypt,"Chambers, Olsen and Moore School",Sydney,7.0,1535.0,81.0,French,Yes,Yes,3.25,Excellent
Eric Newton,Male,17,Japan,Nichols Ltd School,Los Angeles,7.0,1420.0,78.0,English,Yes,No,2.15,Good
Cheryl Patterson,Female,18,Turkey,Bell PLC School,Cape Town,8.0,1276.0,73.0,Spanish,No,Yes,0.77,Poor
John Wheeler,Female,17,Argentina,Carr LLC School,London,9.0,1488.0,83.0,English,No,No,2.84,Good
Anthony Brown,Female,19,Japan,Brown Inc School,Vancouver,9.0,1404.0,89.0,English,Yes,No,2.1,Good
Amy Bauer,Female,18,Argentina,"Herman, Bennett and Gonzalez School",Chicago,8.0,1442.0,76.0,Spanish,No,No,2.35,Good
Vickie Casey,Female,19,Thailand,Lewis-Norris School,Houston,7.0,1384.0,85.0,German,Yes,Yes,1.87,Average
Kevin Clark,Male,18,Germany,Fields-Jones School,Beijing,9.0,1531.0,88.0,English,No,Yes,3.28,Excellent
Kenneth Elliott,Male,17,Bangladesh,"Miller, Anderson and Bowers School",New York,8.0,1532.0,88.0,German,Yes,Yes,3.28,Excellent
Michael Rogers,Male,17,South Africa,Rivera-Freeman School,Los Angeles,10.0,1484.0,62.0,English,Yes,No,2.64,Good
Angel Robinson,Female,18,Brazil,Knight Ltd School,Chicago,9.0,1242.0,94.0,French,No,Yes,0.63,Poor
Ashley Gonzalez,Male,18,France,"Tate, Collins and Ortega School",Cape Town,7.0,1536.0,78.0,French,No,No,3.23,Excellent
Ann Rice,Female,18,Pakistan,Rowe Group School,Beijing,9.0,1468.0,70.0,German,No,No,2.55,Good
Christian Williams,Male,17,Mexico,Austin-Washington School,Moscow,7.0,1479.0,70.0,English,Yes,Yes,2.64,Good
Julie Meyers,Female,18,India,Green Inc School,Dubai,9.0,1345.0,79.0,Spanish,Yes,No,1.47,Average
Heidi Baker,Female,18,Turkey,Harrison LLC School,Beijing,6.0,1552.0,95.0,Spanish,Yes,No,3.51,Excellent
Rebecca Tran,Female,19,Germany,Gomez Inc School,Paris,7.0,1490.0,75.0,French,Yes,Yes,2.78,Good
Melissa Williams,Male,18,Pakistan,Contreras PLC School,Berlin,9.0,1245.0,90.0,German,No,Yes,0.63,Poor
Karen White,Male,19,Australia,Trujillo PLC School,Moscow,7.0,1363.0,64.0,French,Yes,Yes,1.51,Average
Breanna Lowery,Female,19,Mexico,Johnson-Rogers School,Beijing,9.0,1555.0,79.0,German,No,Yes,3.43,Excellent
Kevin Wang,Female,19,Philippines,Walsh PLC School,Toronto,7.0,1219.0,100.0,German,No,Yes,0.45,Poor
Maurice Hunter,Female,17,Brazil,Moss Group School,Tokyo,9.0,1585.0,91.0,German,No,Yes,3.8,Excellent
Charles Thornton,Male,19,Vietnam,Martin-Ward School,Chicago,9.0,1472.0,68.0,Spanish,Yes,Yes,2.57,Good
Carlos Curtis,Female,18,Australia,Moreno and Sons School,Vancouver,8.0,1453.0,80.0,Spanish,No,No,2.48,Good
Joseph Rangel,Male,17,China,Norton and Sons School,Vancouver,7.0,1308.0,69.0,French,No,No,1.04,Average
Dr. Manuel Baker MD,Female,17,China,"Bradley, Lee and Francis School",Vancouver,7.0,1300.0,76.0,Spanish,No,Yes,1.02,Average
Lindsey Morse,Male,17,Australia,Lamb-Peck School,Houston,6.0,1577.0,91.0,French,No,Yes,3.71,Excellent
Karen Greene,Male,17,Australia,Lee Ltd School,London,7.0,1319.0,91.0,German,No,Yes,1.31,Average
Samuel Lopez,Female,17,China,Thomas Group School,Vancouver,9.0,1510.0,69.0,German,Yes,Yes,2.93,Good
George Dean,Male,17,Bangladesh,Sweeney-Miller School,Beijing,10.0,1357.0,97.0,French,No,No,1.73,Average
Tammy Perry,Female,17,UK,Brown-Nielsen School,Houston,9.0,1256.0,84.0,English,Yes,Yes,0.68,Poor
Haley Best,Male,19,South Africa,"Nash, Rose and Russell School",Los Angeles,9.0,1204.0,75.0,English,No,No,0.12,Poor
David Crosby,Male,18,Bangladesh,"Holt, Watts and Lopez School",Houston,9.0,1418.0,80.0,English,No,No,2.16,Good
Patrick Davis Jr.,Female,18,Vietnam,Ewing-Hanson School,Vancouver,9.0,1590.0,84.0,German,No,No,3.79,Excellent
Brandon Hayes,Male,19,Japan,Campbell-Warren School,New York,7.0,1348.0,82.0,English,Yes,No,1.51,Average
Lauren Cochran,Male,19,Italy,"Clark, Jones and Harvey School",Tokyo,10.0,1343.0,79.0,French,Yes,No,1.46,Average
Whitney Johnson,Female,17,Argentina,Gomez Inc School,Paris,9.0,1338.0,80.0,Spanish,Yes,Yes,1.41,Average
James Kelly,Female,17,US,Henderson-Gilbert School,Moscow,8.0,1408.0,67.0,German,Yes,No,1.96,Average
Bradley Colon,Female,19,South Korea,Thomas Inc School,Tokyo,6.0,1376.0,93.0,French,Yes,Yes,1.86,Average
Melissa Shaw,Male,17,Colombia,Cole Group School,Los Angeles,8.0,1552.0,82.0,Spanish,Yes,Yes,3.42,Excellent
Courtney Phelps,Male,18,Germany,Simmons Ltd School,Sydney,8.0,1402.0,65.0,German,No,No,1.89,Average
Justin Fisher,Female,18,Argentina,Barnes LLC School,Houston,9.0,1403.0,91.0,French,No,Yes,2.11,Good
Melissa Mccormick,Female,17,Japan,Smith and Sons School,Toronto,8.0,1255.0,97.0,English,Yes,No,0.77,Poor
Andrea Caldwell,Female,17,South Africa,Garcia-Rocha School,New York,8.0,1593.0,98.0,English,No,Yes,3.93,Excellent
Olivia Romero,Male,17,Indonesia,"Tate, Nelson and Rivera School",London,10.0,1300.0,75.0,French,No,Yes,1.02,Average
Brittany Thompson,Female,18,Spain,Alexander-Gill School,Phoenix,6.0,1229.0,65.0,French,Yes,Yes,0.26,Poor
Jessica Olson,Female,17,Pakistan,"Taylor, Brooks and Daniels School",Paris,8.0,1465.0,81.0,German,Yes,Yes,2.6,Good
Mandy Terry,Male,19,Vietnam,Henry-Schmidt School,Dubai,6.0,1438.0,65.0,English,Yes,Yes,2.21,Good
Timothy Velasquez,Male,17,Pakistan,Davidson-Hicks School,Moscow,9.0,1366.0,97.0,German,Yes,No,1.81,Average
Megan Thomas,Male,19,UK,"Pierce, Ortiz and Barrera School",Toronto,10.0,1369.0,67.0,French,No,No,1.6,Average
Alex Gallegos,Female,17,Japan,"Butler, Bray and Mathis School",Vancouver,7.0,1514.0,70.0,English,No,Yes,2.96,Good
Danielle Martinez,Male,17,South Korea,Steele Group School,Phoenix,9.0,1278.0,76.0,Spanish,Yes,Yes,0.82,Poor
Justin Valdez,Female,18,India,Luna-Smith School,Houston,7.0,1528.0,75.0,German,Yes,Yes,3.14,Excellent
Daniel Wolf,Male,19,Japan,Williams-Espinoza School,Tokyo,10.0,1459.0,92.0,English,Yes,Yes,2.64,Good
Justin Stevenson,Male,19,India,"Diaz, Smith and Ford School",Chicago,9.0,1368.0,78.0,German,Yes,No,1.68,Average
Kristen Boyd,Female,19,Canada,"Reed, Collins and Rodriguez School",London,9.0,1383.0,67.0,French,Yes,No,1.73,Average
Daniel Rice,Male,18,Spain,Gardner-King School,Beijing,6.0,1303.0,71.0,French,Yes,No,1.0,Poor
Austin Clark,Male,19,Australia,Best-Garcia School,New York,10.0,1501.0,80.0,German,Yes,No,2.94,Good
Ricky Rivera,Male,18,Mexico,"Rivera, Wilson and Miranda School",Chicago,9.0,1405.0,66.0,Spanish,No,No,1.93,Average
Sarah Gibson,Female,17,Philippines,Butler Inc School,Beijing,7.0,1328.0,84.0,Spanish,No,Yes,1.34,Average
Kayla Pham,Female,17,Japan,Perkins Inc School,Beijing,9.0,1438.0,83.0,French,No,Yes,2.37,Good
Kevin Mcpherson,Female,19,South Africa,"Cummings, Crawford and Rogers School",Tokyo,7.0,1598.0,89.0,French,No,Yes,3.9,Excellent
Lacey Fernandez,Female,17,Indonesia,Bautista LLC School,Paris,9.0,1374.0,98.0,German,Yes,Yes,1.89,Average
Matthew Shelton PhD,Female,17,US,Ramirez LLC School,Beijing,6.0,1568.0,96.0,Spanish,No,Yes,3.67,Excellent
Derrick Frazier,Female,19,Colombia,Smith-Romero School,Toronto,9.0,1338.0,98.0,German,Yes,Yes,1.56,Average
Gerald Roberts,Male,17,South Korea,Werner Group School,Phoenix,8.0,1222.0,70.0,French,Yes,Yes,0.25,Poor
William Christian,Female,19,Pakistan,Robinson Inc School,Toronto,6.0,1282.0,65.0,Spanish,Yes,Yes,0.76,Poor
Stephanie Martinez,Male,19,Indonesia,Hernandez-Hammond School,Dubai,7.0,1367.0,72.0,French,Yes,Yes,1.61,Average
Jamie Reyes,Male,17,Spain,"Barrett, Wagner and Nelson School",Sydney,6.0,1288.0,96.0,German,Yes,No,1.06,Average
Miss Andrea Lane,Male,17,Pakistan,Carter Group School,Moscow,8.0,1200.0,99.0,Spanish,No,No,0.27,Poor
Patricia Holden,Male,17,Vietnam,Shannon and Sons School,Tokyo,7.0,1566.0,94.0,English,No,Yes,3.64,Excellent
Jared Smith,Male,17,South Korea,Ali-Mcconnell School,Tokyo,8.0,1538.0,64.0,German,No,No,3.15,Excellent
James Dunn,Female,17,Australia,White-Brown School,Los Angeles,7.0,1497.0,98.0,German,Yes,No,3.03,Excellent
Jason Porter,Male,18,Australia,Daniels-Harris School,Chicago,7.0,1267.0,77.0,French,Yes,No,0.72,Poor
John Russell,Male,17,Japan,"Chapman, Brady and Obrien School",Los Angeles,9.0,1248.0,60.0,German,No,No,0.41,Poor
Brian Miller,Male,18,Germany,Beasley Group School,Tokyo,6.0,1227.0,78.0,German,No,No,0.35,Poor
James Frazier,Male,19,India,Lester-Brown School,Paris,10.0,1490.0,62.0,Spanish,Yes,Yes,2.69,Good
Elizabeth Jones DDS,Male,17,Japan,Anderson-Price School,Cape Town,9.0,1572.0,82.0,Spanish,Yes,No,3.61,Excellent
Julie Richards,Female,17,US,Brown-Williams School,Chicago,9.0,1372.0,74.0,Spanish,No,Yes,1.68,Average
Pamela Rodriguez,Male,17,UK,Rice-Watson School,Phoenix,8.0,1248.0,79.0,German,Yes,Yes,0.56,Poor
Heather Johnson,Female,19,China,"Hayes, Smith and Murphy School",Vancouver,10.0,1405.0,85.0,Spanish,No,Yes,2.08,Good
Edward Ramos,Female,18,Italy,Mills Inc School,Phoenix,7.0,1340.0,95.0,French,Yes,Yes,1.54,Average
Diana Davis,Male,18,Russia,"Hale, Williams and Macias School",Dubai,6.0,1350.0,86.0,French,Yes,Yes,1.56,Average
Michael Gardner,Male,17,South Africa,Mcdowell-Foster School,Los Angeles,7.0,1449.0,77.0,Spanish,No,Yes,2.41,Good
Stephanie Mclean,Male,17,India,Phelps-Mayer School,Chicago,9.0,1487.0,93.0,English,Yes,No,2.91,Good
Drew Bowen,Female,17,Italy,"Lopez, Kaiser and Krueger School",Berlin,6.0,1244.0,96.0,French,No,No,0.65,Poor
Danielle Preston,Male,17,Turkey,Wright Group School,Beijing,8.0,1214.0,65.0,French,Yes,Yes,0.13,Poor
Jessica Riley,Male,19,US,Martinez LLC School,Toronto,10.0,1598.0,81.0,German,No,No,3.85,Excellent
Aaron Thomas,Male,17,Spain,Russell-Reyes School,Toronto,9.0,1293.0,71.0,German,Yes,Yes,0.92,Poor
Patrick Mcgrath,Male,19,Germany,Williams Inc School,Sydney,8.0,1222.0,62.0,Spanish,Yes,No,0.18,Poor
Amy Blanchard,Female,17,Pakistan,"Bradley, Dean and Wright School",Paris,6.0,1276.0,87.0,German,No,No,0.88,Poor
Lacey Church,Male,18,Mexico,"Fernandez, Walker and Davidson School",Moscow,9.0,1216.0,95.0,German,No,No,0.4,Poor
Joseph Shaw,Female,18,Brazil,Weiss PLC School,Houston,8.0,1357.0,67.0,German,No,Yes,1.48,Average
Glenn White MD,Female,17,India,Garcia Group School,Chicago,6.0,1521.0,92.0,Spanish,Yes,Yes,3.2,Excellent
William Martinez,Male,17,China,Carr Inc School,London,6.0,1336.0,94.0,French,Yes,Yes,1.49,Average
Ricky Lowe,Female,19,Colombia,"Johnson, Nunez and Gutierrez School",Dubai,10.0,1378.0,97.0,French,Yes,No,1.93,Average
Rose Jimenez,Male,17,Nigeria,Martin-Johnson School,Toronto,9.0,1470.0,71.0,German,No,Yes,2.57,Good
Matthew Shaw,Female,17,South Africa,"Gates, Martinez and Roth School",Phoenix,9.0,1404.0,96.0,English,Yes,Yes,2.16,Good
Raymond Flores,Female,17,Philippines,Crawford-Dickerson School,London,10.0,1545.0,73.0,Spanish,No,Yes,3.29,Excellent
Joel Miles,Male,18,Mexico,"Young, Mason and Nguyen School",Toronto,8.0,1546.0,82.0,English,Yes,Yes,3.36,Excellent
Amanda Hale,Male,19,Nigeria,"Floyd, Powers and Carson School",Dubai,8.0,1204.0,62.0,Spanish,No,Yes,0.02,Poor
Jennifer Cruz,Male,18,Egypt,Mcguire-Stevens School,Paris,8.0,1511.0,62.0,German,No,Yes,2.88,Good
Michelle Davenport,Female,19,Italy,Lynch-Cruz School,Cape Town,7.0,1384.0,89.0,French,No,Yes,1.9,Average
Matthew Estrada,Female,18,Thailand,Flowers-Anderson School,New York,8.0,1596.0,78.0,German,Yes,Yes,3.8,Excellent
